duration,orig_bytes,resp_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,version,cipher,curve,certificate,label
113.505643,881,4485,11,1333,12,4969,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
115.150544,2477,20592,23,3409,32,21876,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
113.873526,1163,4850,12,1655,12,5334,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
65.943405,2716,5478,13,3248,13,6002,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"97f7160e2b918b41f4f351349e4519c7d8905ae7fe5bcf2c22dc7ebaac44fadb,90af11e577c72c940b40ec2f3d50507310091ee6196c9c16b228882264a4d808,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
73.984253,2035,5244,25,3047,27,6328,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
1.455233,1124,3970,10,1536,12,4454,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"97f7160e2b918b41f4f351349e4519c7d8905ae7fe5bcf2c22dc7ebaac44fadb,90af11e577c72c940b40ec2f3d50507310091ee6196c9c16b228882264a4d808,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
1.057808,913,474,8,1245,9,838,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"6f7032ee3553f5cafbfff39de08916154589c3cbb637184177f5de78950a6e3d,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
12.802107,478,3899,8,810,7,4183,TLSv12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"5a49418a0b5ff13feb99458408a2aa5dd5e081177d1b2b4b3016b2e0dd08930a,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
1.258996,918,474,7,1210,7,758,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp384r1,"a0a98e14367851a246d1980b3b745449f7a7a84e3ea3acbe93c70aab2982ff8e,6d5bc979461c7264e1710010cd7d4ea3ec57fa11215f04ffa516ae61959ab2b2,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
16.595557,568,137,6,820,4,301,TLSv12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"9e636222cb67d71ba199f902e1c2262e53d259acb9cb270c6a866103a6b3c8f9,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
19.824136,342,5431,8,674,8,5755,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"d4c5c60fa41f86ee29f94fdbc48f421be3b568979e2bfb8f1f6e6abb84989a33,64903546a58058d1e6f1bead1134ede66a6831d231f0df8d4e28535d7a300496,5bd0a995ad9721601725c889c0132e0ac00323afc6b49e1c9af27ac07f9157bf",0
19.97723,342,5431,8,674,8,5755,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"bc10321bce504491d5f8dacb238586accac3b690268ced4fa7fb5ce9f2d3d069,973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6,3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb,c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4",0
18.94009,696,227,7,988,5,431,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"d4c5c60fa41f86ee29f94fdbc48f421be3b568979e2bfb8f1f6e6abb84989a33,64903546a58058d1e6f1bead1134ede66a6831d231f0df8d4e28535d7a300496,5bd0a995ad9721601725c889c0132e0ac00323afc6b49e1c9af27ac07f9157bf",0
18.834114,390,6545,8,722,9,6909,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
19.736583,390,6545,8,722,9,6909,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"d4c5c60fa41f86ee29f94fdbc48f421be3b568979e2bfb8f1f6e6abb84989a33,64903546a58058d1e6f1bead1134ede66a6831d231f0df8d4e28535d7a300496,5bd0a995ad9721601725c889c0132e0ac00323afc6b49e1c9af27ac07f9157bf",0
19.918415,390,6545,8,722,9,6909,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
0.945767,1798,4565,8,2130,10,4969,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"bc10321bce504491d5f8dacb238586accac3b690268ced4fa7fb5ce9f2d3d069,973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6,3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb,c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4",0
54.931742,5922,35912,24,6894,44,37676,TLSv12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
1.054689,928,474,7,1220,8,798,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
15.255056,1517,639,8,1849,6,883,TLSv12,TLS_ECDHE_RSA_WITH_RC4_128_SHA,secp256r1,"6226852a539758a2844e4c430dcc0314e2b6b345b4cdabc867453dd78e00e5a6,93a07898d89b2cca166ba6f1f8a14138ce43828e491b831926bc8247d391cc72,9f43d52e808c20aff69e02faac205aac684e6975213d6620fac64bde5fcab4bc,1465fa205397b876faa6f0a9958e5590e40fcc7faa4fb7c2c8677521fb5fb658",0
1.053421,224,0,4,396,2,84,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
1.095316,964,474,8,1296,9,838,TLSv12,TLS_RSA_WITH_RC4_128_SHA,-,"36246c9248501e867b96a0a06756e364d124e9308633b24738fe0d15e149c540,0855414af5f5fd7e264f8b002a39cced67e5952e89b61b680cc847baa34944de,c99157df28d28ebd87b8b041aaccf023cf1c9ad0d21fd7116149d7f96484fa51",0
5.128683,478,3955,8,810,7,4239,TLSv12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"ebffd58a376f48a4bccc2e077c56b56526f94a7fde2b19e2bf9ecfba88ceb06c,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
5.322775,478,3955,8,810,7,4239,TLSv10,TLS_RSA_WITH_RC4_128_MD5,-,"941be267a22b4312611dc52d01a2723e9fbc3dd8e09022c81e386d6c84b4f0e5,b7a8af2a4a43f0a86b15604de6461209c9cd76894d8b0748bc99d9a797013bb0,8d722f81a9c113c0791df136a2966db26c950a971db46b4199f4ea54b78bfb9f",0
0.605472,517,141,4,689,3,265,TLSv12,TLS_RSA_WITH_AES_128_GCM_SHA256,-,"97f7160e2b918b41f4f351349e4519c7d8905ae7fe5bcf2c22dc7ebaac44fadb,90af11e577c72c940b40ec2f3d50507310091ee6196c9c16b228882264a4d808,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
0.939398,1798,4565,8,2130,10,4969,TLSv10,TLS_RSA_WITH_RC4_128_MD5,-,-,0
11.887732,564,133,7,856,6,377,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
14.989853,564,133,7,856,6,377,TLSv10,TLS_RSA_WITH_RC4_128_MD5,-,-,0
19.335861,478,3956,8,810,7,4240,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"97f7160e2b918b41f4f351349e4519c7d8905ae7fe5bcf2c22dc7ebaac44fadb,90af11e577c72c940b40ec2f3d50507310091ee6196c9c16b228882264a4d808,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
19.479828,478,3955,8,810,7,4239,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"30ead6573a7a8e9f09c9140fb4a0de700efbbf957e54e826638a29adf6ffa171,90af11e577c72c940b40ec2f3d50507310091ee6196c9c16b228882264a4d808,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
19.306829,478,3956,8,810,7,4240,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
20.080357,478,3957,8,810,7,4241,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
20.435672,478,3956,8,810,7,4240,TLSv10,TLS_RSA_WITH_RC4_128_MD5,-,-,0
21.285394,478,3957,8,810,7,4241,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
19.036902,568,137,6,820,4,301,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
19.918,568,137,6,820,4,301,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
19.346588,568,137,6,820,4,301,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
17.018167,568,137,6,820,4,301,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
37.18198,2739,16291,12,3231,18,17015,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
66.35135,1464,4961,8,1796,8,5285,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
22.857708,1858,14677,16,2510,24,15641,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
87.953706,4624,7098,18,5356,17,7782,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
22.361404,1048,5200,12,1540,12,5684,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
78.35248,1217,4832,10,1629,10,5236,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
16.673442,2075,894,11,2527,12,1378,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
84.940185,4300,5103,14,4872,13,5627,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
86.005706,3642,5299,27,4734,30,6503,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
22.969551,1251,15412,15,1863,21,16256,TLSv10,TLS_RSA_WITH_RC4_128_MD5,-,-,0
87.977634,16093,2017,32,17385,29,3181,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,-,0
112.591826,9866,370687,141,15518,344,384451,-,-,-,-,0
88.628247,1866,7216,20,2678,22,8100,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"c36b64eec1376bf37de11c9a7f07395fa3415cf626f418c7a6fa883a292c6296,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
94.299356,2668,12254,14,3240,18,12978,TLSv12,TLS_RSA_WITH_RC4_128_SHA,-,-,0
90.453819,7566,3144,24,8538,24,4108,TLSv12,TLS_RSA_WITH_RC4_128_SHA,-,-,0
88.072122,1943,7331,13,2475,15,7935,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
22.688639,1831,17399,17,2523,24,18363,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
2.14582,468,4268,8,800,7,4552,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"97f7160e2b918b41f4f351349e4519c7d8905ae7fe5bcf2c22dc7ebaac44fadb,90af11e577c72c940b40ec2f3d50507310091ee6196c9c16b228882264a4d808,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
3.546562,1446,4277,10,1858,9,4641,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
4.494438,1466,4334,10,1878,12,4818,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
11.465276,385,3596,8,717,7,3880,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
10.825916,577,3646,8,909,7,3930,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
17.086777,472,4284,8,804,7,4568,TLSv12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
10.554124,572,3630,8,904,7,3914,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,secp256r1,"04b3cd78d04493d5260aea15cf1d54bd005899303c5c5523115faafa2e26d838,c3f697a92a293d86f9a3ee7ccb970e20e0050b8728cc83ed1b996ce9005d4c36,3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0",0
12.796651,753,3711,10,1165,9,4075,TLSv12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256_OLD,-,-,0
