duration,orig_bytes,resp_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,version,cipher,curve,certificate,label
97.036123,2603,3842,12,3103,11,4290,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6a111e884f181fb5591c58184b40b7c4da70337a87142bdf77255764ad819467,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
123.033629,10345,17343,31,11605,29,18511,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"47f9a668147730abebb58e11fcd2d8fe71b2396930b0ed758ec1ea18412951b6,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
144.99944,8176,5893,20,9008,15,7463,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6a111e884f181fb5591c58184b40b7c4da70337a87142bdf77255764ad819467,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
183.995564,19447,8767,41,21107,30,9975,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
9.028916,1090,6429,14,1670,13,6957,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6e893c7d7d242edee470e77982a02cd298b11378dac88824c00d09ad5c1efc95,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
9.175136,1093,7397,15,1713,14,7965,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6e893c7d7d242edee470e77982a02cd298b11378dac88824c00d09ad5c1efc95,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
9.102421,1090,6429,14,1670,13,6957,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6e893c7d7d242edee470e77982a02cd298b11378dac88824c00d09ad5c1efc95,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.802702,2506,5330,15,3126,14,5898,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"801ebccd75de740bae4f7cdb2d35acc532451d7d0440188f1b5ac6c83dff6660,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
8.910511,11065,4865,24,12069,19,6081,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,sect571r1,"57119652afbfeb5e0a4086ec142839764378f6b1fb79e46485aaf7c3ef261166,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
1.161052,3219,5271,18,3995,15,6910,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,sect571r1,"57119652afbfeb5e0a4086ec142839764378f6b1fb79e46485aaf7c3ef261166,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
245.988358,673,336516351,123657,6527241,239484,349618679,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
299.896211,13395,4865,27,14519,20,6121,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"8f9bd31ab4e43b40115d19e0718e5747041793faadeb1ca45504eddd6bc02db6,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
59.252172,16824,4865,27,17948,21,6161,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,sect571r1,"57119652afbfeb5e0a4086ec142839764378f6b1fb79e46485aaf7c3ef261166,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.929202,1094,5864,15,2452,15,6700,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
48.042781,12910,4865,25,13954,20,6121,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"e7e8ea7e04e6debb5c5e883a03e1ee8ae4ab79dbf53b34ae37d6950d5b9b878f,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
1322.836876,8023,10166,45,9903,37,12698,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.759049,3669,4865,16,4329,14,5437,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.800505,10217,4865,23,11181,20,6121,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
51.453795,27361,4865,36,28845,25,6321,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
0.185994,717,5321,12,1349,12,5941,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.727236,3669,4865,18,4433,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
0.704134,894,3694,16,1554,14,4262,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6a111e884f181fb5591c58184b40b7c4da70337a87142bdf77255764ad819467,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
300.961256,707,3688773,1544,86127,2636,3835697,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6a111e884f181fb5591c58184b40b7c4da70337a87142bdf77255764ad819467,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
37.194441,10441,4865,22,11365,21,6161,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"28cd92fe1c05bcfcac593d1e4ca316690084b41e2c4512e8afeceac00b53d21f,eae72eb454bf6c3977ebd289e970b2f5282949190093d0d26f98d0f0d6a9cf17",1
300.999316,830,69860,43,2570,66,72508,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"28cd92fe1c05bcfcac593d1e4ca316690084b41e2c4512e8afeceac00b53d21f,eae72eb454bf6c3977ebd289e970b2f5282949190093d0d26f98d0f0d6a9cf17",1
300.040156,3690,4865,20,4534,18,6041,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
32.037565,4789,4865,19,5593,17,6001,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.758488,6831,4865,18,7571,15,5473,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
300.108955,6164,4865,22,7088,19,6081,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
27.78672,4773,4865,19,5577,19,6081,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
58.276957,5983,4865,20,6827,18,6041,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
63.445547,3669,4865,18,4433,17,6001,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
2.223281,2715,3769,14,3295,10,4177,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
6388.007327,2886842,2064522,7968,3207031,7186,2362011,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"801ebccd75de740bae4f7cdb2d35acc532451d7d0440188f1b5ac6c83dff6660,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
36.634307,1149,5729,14,1729,14,6297,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,sect571r1,"57119652afbfeb5e0a4086ec142839764378f6b1fb79e46485aaf7c3ef261166,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
37.038438,1076,5760,14,1656,14,6328,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"b2f9ce5e6693dc48e09033512a69b95a261cd634a410fb0e9b5fb4a4ddd67651,eae72eb454bf6c3977ebd289e970b2f5282949190093d0d26f98d0f0d6a9cf17",1
36.257362,1042,5861,13,1582,14,6429,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"9c186f1e818b6ae61c851f9450813f124260ab7292c1dda79a560011ab567ab3,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
36.587444,1104,5870,14,1684,14,6438,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"bdd7d7896bb014fb600ffffe7ea0630ba595492dd1d204fb017089e792d0af84,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
64.591999,2708,5463,13,3248,11,5911,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"47f9a668147730abebb58e11fcd2d8fe71b2396930b0ed758ec1ea18412951b6,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
63.75835,7380,5013,16,8040,14,5585,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"e7e8ea7e04e6debb5c5e883a03e1ee8ae4ab79dbf53b34ae37d6950d5b9b878f,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
149.162362,2868,4972,13,3408,11,5420,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"e88d785ab254e53fade2a15dadb96191b301773d33f0161d92bbe0ce0acb8263,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
163.563015,1642,5379,11,2102,10,5787,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"e7e8ea7e04e6debb5c5e883a03e1ee8ae4ab79dbf53b34ae37d6950d5b9b878f,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
244.752221,213789,5663,185,221257,99,10217,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"e7e8ea7e04e6debb5c5e883a03e1ee8ae4ab79dbf53b34ae37d6950d5b9b878f,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
244.629602,114066,5929,115,118734,65,9123,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"e7e8ea7e04e6debb5c5e883a03e1ee8ae4ab79dbf53b34ae37d6950d5b9b878f,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
1.243981,3476,5452,20,4332,17,7171,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"6e893c7d7d242edee470e77982a02cd298b11378dac88824c00d09ad5c1efc95,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
120.393625,829,5896,13,1513,11,6476,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
299.950757,11118,4865,26,12202,21,6161,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
31.559329,3733,4865,17,4457,17,6001,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
1.030697,3219,5271,18,3995,15,6910,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,sect571r1,"57119652afbfeb5e0a4086ec142839764378f6b1fb79e46485aaf7c3ef261166,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
55.43204,3733,4865,17,4445,16,5892,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
0.865747,1339,6224,14,1919,13,6752,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
1.020453,1101,62349,48,3041,55,64561,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"8f9bd31ab4e43b40115d19e0718e5747041793faadeb1ca45504eddd6bc02db6,f55f9ffcb83c73453261601c7e044db15a0f034b93c05830f28635ef889cf670,87dcd4dc74640a322cd205552506d1be64f12596258096544986b4850bc72706,28689b30e4c306aab53b027b29e36ad6dd1dcf4b953994482ca84bdc1ecac996",1
8.694724,3925,4865,18,4689,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,"f0a2337ac82d5e44ec91229acda8f8cb3ba64f7cf7e98829b858c5d75981f9cb,f9690880819f06cdcc0b2f224b207f2af6003fb57339b8679a160fa95208d62d",1
47.769808,5247,4865,18,6011,19,6081,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
66.557389,4261,4865,17,4961,17,5553,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.672614,3733,4865,18,4497,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
299.947499,4618,4865,21,5502,20,6121,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.806001,3797,4865,18,4561,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
8.731393,3733,4865,18,4497,16,5961,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
0.716722,1371,5528,12,1871,13,6056,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,"84e644d645159d50c95c16c63c90c3c6d82636633ea27ca1d47dc103cfd9d3be,8fac576439c9fd3ef153b51f9edd0d381b5df7b87559cebeca04297dd44a639b,2d4fad3455ab61397401abbb518922f84336b67e02fc8d2db283825c4ab981bb",1
